id,value
1B530B,04_hexweave_f_torso_SA
1B5319,04_hexweave_torso_SA
1B531C,08_unique_sword_2h
1B53E2,DOK_Mel_Gear_ChainHole
1B545A,Boggart_Variant_A
1B548B,wolf_variant_a
1B54C4,Brownie_Variant_B
1B54D3,Giant_Rat_Variant_A
1B54EF,Niskaru_Hunter_Mesh_Variant_B
1B58B3,DOK_Mel_SidePassage_90Destroyed
1B5981,DOK_MEL_Falling_Spike
1B5C35,DOK_MEL_Falling_Pile
1B5D49,DOK_Mel_SidePassage_Blocker
1B5D6F,WOS_Spiderweb_Door_01
1B5EFB,INT_GNO_LAB_Pipe01
1B5EFF,INT_GNO_LAB_Pipe02
1B5F02,INT_GNO_LAB_Pipe03
1B5F05,INT_GNO_LAB_Pipe04
1B607E,INT_VIL_Small_Room_No_Wall
1B610A,INT_DOK_Bar
1B6151,GNO_Allestar_Smoke
1B6334,GNO_Allestar_Smoke_02
1B641F,GNO_Allestar_Smoke_03
1B65A9,GNO_Allestar_Smoke_04
1B66CE,GEN_Tuatha_Killed01
1B66CF,GEN_Tuatha_Killed02
1B678B,FOR_Haxhi_Door
1B696E,NCA_HiddenContainer_01_Erathell
1B698B,WOS_LAB_Large_Tube_Explode_01
1B732F,FAE_TUA_Chest_01
1B73C0,PLN_StandingStonePillar_Chest_01
1B74EA,FXMesh-Balor_CLaw_Slam_Rubble
1B77A0,boss_aoe_target_location
1B77E0,ALA_HiddenContainer_01
1B795B,ALA_Crystal_Explosion01
1B8053,DLC1_02_unique_scepter
1B80EC,INT_GEN_Shadow_Carpet
1B83BC,dlc1_01_unique_scepter
1B83EB,INT_GNO_banner_large_Library
1B848E,dlc1_01_unique_dagger
1B8507,WoS_Falling_Pile
1B85D5,dlc1_01_unique_hammer
1B87F8,CIN_Arrow_Tip_Tuatha
1B884D,CIN_Shield_Break_Mesh
1B884E,CIN_Shield_Break_Skele
1B8D44,SVG_bowl_bonesmeat_01_container
1B8D45,DLC1_01_unique_chakram
1B8D84,FXMesh-WOS_TubeDebris_01
1B99C2,DLC1_02_unique_chakram
1BA1FC,DLC1_02_unique_sword_2h
1BA208,dlc1_01_unique_faeblades
1BA3D7,PLN_SA03_CaravanStone
1BA750,WOS_DoorGnome_Collapsed
1BA9B1,02_unique_faeblades_DLC_1
1BAD13,DLC1_02_unique_sword_1h
1BADC9,Giant_Spider_Small_Mesh
1BADCA,Giant_Spider_Small_Skel
1BAFF4,DLC1_01_unique_2Hsword
1BB478,DLC1_01_unique_sword_1h
1BBF5D,dlc1_02_unique_hammer
1BC113,DLC1_02_Unique_staff
1BCE96,GEN_Alfar_Banner_01
1BCEAB,GEN_Almain_Banner_01
1BCEAC,GEN_Varani_Banner_01
1BCEBE,GEN_Tower_Banner_01
1BCFDC,dlc1_02_unique_dagger
1BD09B,DLC1_bug
1BD184,DLC1_01_unique_staff
1BD1E1,GEN_ShakeAndRumble
1BD2B5,Gambit_trap_01
1BD744,DLC1_01_unique_kiteshield
1BD910,DLC1_02_unique_bow
1BD93E,TUA_Prismere_Chantry_Crystal_Destroyed_01
1BDBE5,dlc1_01_unique_buckler
1BDBF6,NiskaruHunter_Claw_02
1BDCEB,WAR_Bloodrune_Altar02
1BE11A,DLC1_02_unique_kite_shield
1BE18B,dlc1_01_unique_talisman
1BE18C,dlc1_02_unique_talisman
1BE5C9,dlc1_02_rogue_set_unique_feet
1BE5CA,dlc1_02_rogue_set_unique_hands
1BE5CB,dlc1_02_rogue_set_unique_head
1BE5D9,dlc1_02_rogue_set_unique_legs
1BE5EB,dlc1_02_rogue_set_unique_torso
1BE73C,CIN_MEL_Rock_Collapse_Mesh
1BE754,CIN_MEL_Rock_Collapse_Skele
1BE9A4,dlc1_01_Varani_peasant_female_feet
1BE9A7,dlc1_01_Varani_peasant_female_hands
1BE9AA,dlc1_01_Varani_peasant_female_legs
1BE9AB,dlc1_01_Varani_peasant_female_torso
1BEAC7,dlc1_01_varani_merchant_female_feet
1BEACA,dlc1_01_varani_merchant_female_head
1BEADA,dlc1_01_varani_merchant_female_legs
1BEAF0,dlc1_01_varani_merchant_female_torso
1BEDBB,dlc1_01_varani_merchant_male_feet
1BEDBD,dlc1_01_varani_merchant_male_hands
1BEDBE,dlc1_01_varani_merchant_male_head
1BEDC1,dlc1_01_varani_merchant_male_legs
1BEDC2,dlc1_01_varani_merchant_male_torso
1BF34C,FXMesh-NiskaruHunter_Prison
1BF447,FXMesh-Fate_Faeblade
1BF5A6,DLC1_01_unique_bow
1BF660,DLC1_01_varani_commoner_male_feet
1BF662,DLC1_01_varani_commoner_male_hands
1BF663,DLC1_01_varani_commoner_male_legs
1BF664,DLC1_01_varani_commoner_male_torso
1BFF9F,DLC1_01_melee_set_unique_hands
1BFFA0,DLC1_01_melee_set_unique_head
1BFFA1,DLC1_01_melee_set_unique_legs
1BFFA3,DLC1_01_melee_set_unique_torso
1BFFB5,DLC1_02_melee_set_unique_feet
1BFFB6,DLC1_02_melee_set_unique_hands
1BFFB7,DLC1_02_melee_set_unique_head
1BFFB8,DLC1_02_melee_set_unique_legs
1BFFB9,DLC1_02_melee_set_unique_torso
1BFFCF,DLC1_01_melee_set_unique_feet
1C03F1,INT_Pile_O_Sacks
1C0DE8,DOK_Building_Wall_HF
1C0E12,DOK_Building_Wall_HR
1C2B56,DLC1_Bug_Skel
1C3EAA,Well_Of_Souls_Allestar_Base_Explode
1C4905,DLC2_01_unique_hammer
1C58C1,GEN_Corpse_01
1C58C2,GEN_Corpse_02
1C58C3,GEN_Corpse_03
1C58C4,dlc1_fear_gorta_pirate_04
1C5FE0,DLC2_02_unique_sword_1h
1C6C1A,CIN_WOS_Corpse_04
1C6E48,CIN_WOS_Corpse_03
1C6E83,CIN_WOS_Corpse_02
1C6EBC,FAE_Building_Hanging02
1C6F7B,CIN_WOS_Corpse_01
1C74C8,DET_Flora_Cactus_Thorn01_NoCollision
1C74C9,DET_Flora_Cactus_Thorn02_NoCollision
1C74CA,DET_Flora_Cactus_Thorn04_NoCollision
1C824A,Gambit_trap_02
1C983F,FXMesh-Bow_Block_Spec_Arrow_Mesh_01
1C986C,dlc2_01_unique_sword_1h
1C9894,FXMesh-Bow_Block_Special_FX_01
1C98BF,DLC1_DeadKel
1C98D2,DLC1_Witch
1C98D3,DLC2_02_unique_sword_2h
1C991A,DLC1_Grimjaw
1C9946,dlc1_02_rogue_set_unique_f_feet
1C9947,dlc1_02_rogue_set_unique_f_hands
1C9948,dlc1_02_rogue_set_unique_f_head
1C9949,dlc1_02_rogue_set_unique_f_legs
1C994A,dlc1_02_rogue_set_unique_f_torso
1C99A0,DLC1_01_magic_set_unique_feet
1C99A1,DLC1_01_magic_set_unique_hands
1C99A3,DLC1_01_magic_set_unique_head
1C99A4,DLC1_01_magic_set_unique_torso
1C99BE,dlc1_rock_monster
1C99F1,DLC1_01_melee_nonset_unique_feet
1C99F2,DLC1_01_melee_nonset_unique_hands
1C99F3,DLC1_01_melee_nonset_unique_head
1C99F4,DLC1_01_melee_nonset_unique_legs
1C99F5,DLC1_01_melee_nonset_unique_torso
1C99F6,DLC1_02_melee_set_unique_f_feet
1C99F8,DLC1_02_melee_set_unique_f_head
1C99F9,DLC1_02_melee_set_unique_f_legs
1C99FB,DLC1_02_melee_set_unique_f_hands
1C99FC,DLC1_02_melee_set_unique_f_torso
1C9B0B,DLC2_01_unique_bow
1CA1D4,DLC1_02_unique_shield_buckler
1CA2A8,DLC1_DVG_Lantern_01
1CA883,DET_Rock_Chair_01
1CA884,DET_Rock_Chair_02
1CA8C1,dlc2_02_unique_faeblades
1CA93F,KLU_Rock_Chair_01
1CA94A,KLU_Rock_Chair_02
1CA94C,POE_Rock_Chair_01
1CAA18,VAL_Arena_Complete_Low
1CAA31,DLC1_DVG_Throne_01
1CAC0F,DLC2_01_unique_sword_2h
1CAC11,DLC2_01_unique_dagger
1CAC2B,DLC1_GAL_Rock_CaveEnd
1CAC2C,DLC1_GAL_Rock_CaveEntrance
1CAC2D,DLC1_GAL_Rock_CaveRoom
1CAC2E,DLC1_GAL_Rock_CaveStraight
1CAC2F,DLC1_GAL_Rock_Cliff01
1CAC30,DLC1_GAL_Rock_Cliff02
1CAC32,DLC1_GAL_Rock_Cliff04
1CAC33,DLC1_GAL_Rock_Cliff05
1CAC34,DLC1_GAL_Rock_Cliff06
1CAC35,DLC1_GAL_Rock_Mountain02
1CAC36,DLC1_GAL_Rock_Mountain03
1CAC37,DLC1_GAL_Rock_RiverBank01
1CAC38,DLC1_GAL_Rock_RiverBank02
1CAC39,DLC1_GAL_Rock_RiverBank03
1CAC3A,DLC1_GAL_Rock_Spike01
1CAC3B,DLC1_GAL_Rock_Spike02
1CAC3C,DLC1_GAL_Rock_Spike03
1CAC3D,DLC1_GAL_Rock_Spike04
1CAC3E,DLC1_GAL_Rock_SpikeSm01
1CAC3F,DLC1_GAL_Rock_Stone04
1CAC40,DLC1_GAL_Rock_Stone05
1CAC41,DLC1_GAL_Rock_Stone06
1CAC42,DLC1_GAL_Rock_Stone07
1CAC50,DLC1_Baronet
1CAC64,DLC1_01_melee_set_unique_f_feet
1CAC65,DLC1_01_melee_set_unique_f_hands
1CAC66,DLC1_01_melee_set_unique_f_head
1CAC67,DLC1_01_melee_set_unique_f_legs
1CAC68,DLC1_01_melee_set_unique_f_torso
1CAD2D,Grim_Onwig_Hood
1CAD8C,CIN_Codex_Position_Proxy
1CB043,GEN_POE_Stump_Chair_01
1CB078,VIL_Door_NS_DET
1CB191,01_Rusty_Sword
1CB359,FXMesh-CIN_02_01_Codex_Use_Single_01
1CB38D,DLC2_KOL_Build_Rock01
1CB40B,FXMesh-CIN_02_01_Codex_Use_Surround_01
1CB50E,OBJ_MQ_FatethreadShooter
1CB603,DLC2_KOL_Build_Rock02
1CB7D3,DLC2_KOL_Build_Wall01
1CB8A2,DLC1_GAL_Flora_Grass01
1CB8A3,DLC1_GAL_Flora_GrassShort
1CB8A4,DLC1_GAL_Flora_GrassSpike
1CB8A5,DLC1_GAL_Flora_PineGrass01
1CB901,DLC2_SEW_Hall_Straight_01
1CBA36,DLC1_DVG_Chair_01
1CBAA1,DLC2_02_unique_hammer
1CBAC6,DLC1_DVG_Chair_02
1CBB9E,DLC1_GAL_Flora_PineTree01
1CBB9F,DLC1_GAL_Flora_PineTree_Lg01
1CBC0D,DLC2_01_unique_faeblades
1CBD39,DLC2_KOL_Build_L1
1CBDDF,DLC2_02_unique_dagger
1CBE14,DLC2_KOL_Build_Corner
1CBE96,DLC1_GAL_Rock_RoundStone01
1CBF16,DLC1_Testcube
1CBF4A,DLC1_GAL_Rock_RoundStone02
1CBFF3,DLC1_GAL_Rock_RoundStone03
1CC16C,Dlc2_02_unique_bow
1CC3E1,CIN_WOS_Corpse_Mesh_01
1CC48C,Agarth_Sword
1CC494,CIN_WOS_Corpse_Mesh_02
1CC52C,DLC2_SEW_Hall_4Way_01
1CC53B,FXMesh-CIN_02_01_Codex_Use_Zips_01
1CC6C1,CIN_WOS_Corpse_Mesh_03
1CC6CC,DLC1_GAL_Rock_Column01
1CC6D3,WAR_Barricade_02_NoCollision
1CC712,DLC2_SEW_Stairs_Small_01
1CC72B,DLC1_Temp_TrimTest
1CC97B,CIN_WOS_Corpse_Mesh_04
1CC9AE,DLC2_SEW_Water_01
1CCA62,DLC1_01_rogue_nonset_unique_feet
1CCA63,DLC1_01_rogue_nonset_unique_hands
1CCA64,DLC1_01_rogue_nonset_unique_head
1CCA65,DLC1_01_rogue_nonset_unique_legs
1CCA66,DLC1_01_rogue_nonset_unique_torso
1CCA74,DLC2_SEW_Water_4Way
1CCAF6,DLC1_01_melee_nonset_unique_f_feet
1CCAFB,DLC1_01_melee_nonset_unique_f_hands
1CCAFC,DLC1_01_melee_nonset_unique_f_head
1CCAFE,DLC1_01_melee_nonset_unique_f_legs
1CCB00,DLC1_01_melee_nonset_unique_f_torso
1CCB1A,DLC1_02_magic_set_unique_feet
1CCB1C,DLC1_02_magic_set_unique_hands
1CCB1E,DLC1_02_magic_set_unique_head
1CCB1F,DLC1_02_magic_set_unique_torso
1CCE3E,FXMesh-WOS_Allestar_Debris_01
1CD016,DLC1_01_magic_nonset_unique_feet
1CD017,DLC1_01_magic_nonset_unique_f_feet
1CD018,DLC1_01_magic_nonset_unique_f_hands
1CD019,DLC1_01_magic_nonset_unique_f_head
1CD01A,DLC1_01_magic_nonset_unique_f_torso
1CD01B,DLC1_01_magic_nonset_unique_hands
1CD01C,DLC1_01_magic_nonset_unique_head
1CD01D,DLC1_01_magic_nonset_unique_torso
1CD061,DLC2_01_unique_scepter
1CD0CB,CIN_Tuatha_Rogue_Skel
1CD0CC,CIN_Tuatha_Rogue_Mesh
1CE09B,DLC2_02_chakram_unique
1CE188,GNO_TowerCollapse01_NoCollision
1CE18C,GNO_TowerCollapse01_CollisionOnly
1CE203,WintersEmbrace
1CE3EC,DLC2_01_unique_kiteshield
1CE3FF,DLC2_SEW_Room_Huge_01
1CE433,DLC2_SEW_Water_Falloff
1CE4F5,DLC2_SEW_Platform_01
1CE53E,DLC2_SEW_Platform_Stairs_01
1CE5D3,FXMesh-Staff_Storm_Attack_Spiral_01
1CE5DD,DLC1_INT_DVG_Mine_Hall01
1CE5EB,DLC2_SEW_Arch_01
1CE61E,DLC2_SEW_Room_Huge_02
1CEA11,DLC2_SEW_Stairs_Hump_01
1CEA1A,VIL_NO_Smooth
1CEA4B,DLC2_SEW_Platform_02
1CEA4C,DLC2_SEW_Platform_03
1CEA87,dlc1_rock_monster_weapon
1CEC38,FXMesh-Staff_Storm_Attack_Spiral_02
1CED5D,DLC1_Boggart
1CEFC1,DLC2_SEW_Vista_Ground01
1CF048,Chicken_Overlord_Skel
1CF207,POE_DLC_Socket_Rock_Cliff02
1CF20A,DET_DLC_Socket_Rock_Cliff02
1CF23C,Chicken_Overlord_egg
1CF280,DLC2_01_unique_chakrams
1CF68E,DLC2_02_unique_kiteshield
1CF6A1,DLC2_SEW_Hall_End_Vista_01
1CF8F3,DLC2_KOL_Build_Wall01_45
1CF8F5,DLC2_KOL_Build_Wall01_90
1CF92F,DLC2_KOL_Build_Stairs
1CF934,DLC2_KOL_Build_Wall02
1CF937,DLC2_KOL_Build_Wall02_45
1CF943,DLC1_02_magic_set_unique_f_feet
1CF944,DLC1_02_magic_Set_unique_f_hands
1CF945,DLC1_02_magic_Set_unique_f_head
1CF946,DLC1_02_magic_set_unique_f_torso
1CF96A,GEN_PROP_Tankard_Pewter_01
1CF97D,DLC2_SEW_Vista_Cliff01
1CF97E,DLC2_SEW_Vista_Cliff02
1CF996,DLC2_KOL_Build_Tower
1CFA27,DLC2_SEW_Vista_Cliff03
1CFAAC,DLC2_KOL_Build_Column_Row01
1CFAAD,DLC1_01_rogue_nonset_unique_f_feet
1CFAAE,DLC1_01_rogue_nonset_unique_f_hands
1CFAAF,DLC1_01_rogue_nonset_unique_f_head
1CFAB0,DLC1_01_rogue_nonset_unique_f_legs
1CFAB1,DLC1_01_rogue_nonset_unique_f_torso
1CFAB2,DLC2_KOL_Build_Column_Row02
1CFAC5,DLC2_KOL_Build_Platform
1CFAC6,DLC2_KOL_Build_Column_Corner_L
1CFAC7,DLC2_KOL_Build_Column_Corner_S
1CFAC8,DLC2_SEW_Vista_Cloud01
1CFADF,GEN_PROP_Bartender
1CFAEC,DLC1_01_magic_set_unique_f_feet
1CFAED,DLC1_01_magic_set_unique_f_hands
1CFAEE,DLC1_01_magic_set_unique_f_head
1CFAEF,DLC1_01_magic_set_unique_f_torso
1CFAF5,DLC2_SEW_Platform_MetalGrate_01
1CFB48,DLC2_02_unique_buckler
1CFCB3,gadflow_skel
1D0181,DLC2_KOL_PLatform_45
1D0183,DLC2_KOL_PLatform_C
1D0185,DLC2_KOL_PLatform_S
1D01F3,FX-Mesh_Staff_Generic_Attack_03
1D0351,DLC2_KOL_INV_Bridge
1D04EE,DLC2_01_unique_buckler
1D0708,DLC2_KOL_Pool01
1D07F9,DLC2_02_unique_staff
1D0A5B,DLC2_01_unique_talisman
1D0A5C,DLC2_02_unique_talisman
1D0A5F,DLC1_DVG_Table_01
1D0BAF,DLC2_SEW_Bridge01
1D0BB0,DLC2_SEW_Bridge02
1D0C80,DLC2_SEW_Floating_Rocks01
1D0CC1,CIN_Almain_Rogue_Mesh
1D0CC3,CIN_Almain_Rogue_Skel
1D0E31,DLC1_DVG_Table_02
1D0E41,DLC1_DVG_Table_03
1D0E91,DLC1_DVG_Lantern_02
1D0FE9,FXMesh-warcry_Character_F
1D100D,DLC2_KOL_Build_L2
1D100E,DLC2_KOL_Build_Stairs02
1D1017,DLC1_DVG_Brazier_01
1D101D,GEN_Door_Invisible_CameraBlocking
1D1039,DLC2_KOL_Pool02
1D1097,DLC1_INT_DVG_Mine_4Way
1D10A2,DLC2_KOL_Build_L3
1D11E4,DLC1_INT_DVG_RockWall_Insert
1D12B1,DLC2_02_melee_set_unique_feet
1D12B2,DLC2_02_melee_set_unique_hands
1D12B3,DLC2_02_melee_set_unique_head
1D12B4,DLC2_02_melee_set_unique_legs
1D12B5,DLC2_02_melee_set_unique_torso
1D1B11,CIN_AlynShirLetter_End
1D1C6F,FXMesh-Fate_Sword_1H
1D1F14,FXMesh-Fate_Splinter_Sword
1D1F1A,FXMesh-Fate_Splinter_Dagger
1D1F1C,DLC1_DVG_Bed_01
1D21C6,DLC2_01_unique_staff
1D2202,KLU_DLC_Socket_Rock_Cliff02
1D24E8,POE_Acatha_Water_01
1D24F8,05_Unique_Dagger_Promo
1D258A,FXMesh-IceDebris_02
1D2660,CIN_Arrow_Human_Mesh
1D2661,CIN_Arrow_Skele
1D2662,CIN_Arrow_Tuatha_Mesh
1D26A3,DLC1_INT_DVG_Mine_Hall02
1D26A4,DLC1_INT_DVG_Wall_Brace
1D26C4,01_hammer_Unique_promo
1D26D2,DLC1_Bug_Egg_sac_01
1D27C4,DLC1_DVG_Bar_01
1D27E0,YSA_Water_01
1D281D,YSA_Water_02
1D281E,YSA_Water_03
1D281F,YSA_Water_04
1D2820,YSA_Water_05
1D2821,YSA_Water_06
1D2822,YSA_Water_07
1D2833,YSA_Water_08
1D29DB,GEN_PROP_Broom_01_G
1D29DC,GEN_Tools_Rake_01_G
1D29DD,GEN_Tools_Shovel_01_G
1D2A22,FOR_Exploding_RockWall_01
1D2BCD,CIN_Army_Formation_01_Mesh
1D2BCE,CIN_Army_Formation_01_Skele
1D2BD2,03_unique_scepter_promo
1D2C04,09_unique_sword_1h_promo
1D2CDB,POE_Rock_Spike01
1D2EBE,DLC1_DVG_Chest_Scrimshaw_01
1D3218,DLC1_INT_DVG_Keep_Mainroom
1D332C,02_unique_kiteshield_promo
1D36BA,GEN_ShakeAndRumble_Audio
1D37E8,DLC1_CAV_Grass01
1D37E9,DLC1_CAV_Grass02
1D37EB,DLC1_CAV_Grass03
1D37EC,DLC1_CAV_Grass04
1D3843,DLC1_Rock_Monster_Skel
1D389A,FXMesh-Prismere_Shard_Blue_01
1D3949,03_unique_Staff_promo
1D3B37,DLC1_GAL_Rock_RootIsland01
1D3B38,08_unique_sword_2h_promo
1D4439,05_unique_chakram_promo
1D44F1,07_Unique_bow_promo
1D4766,DLC1_DVG_Bench_01
1D4775,DLC1_GAL_Rock_RootIsland02
1D4785,04_unique_Faeblades_promo
1D4793,DLC1_DVG_Bench_Corner_01
1D4922,DLC1_DVG_Bench_Stone_01
1D493E,07_unique_shield_buckler_promo
1D4949,DLC1_GAL_Rock_RootIsland03
1D4C50,HMSQ01_Blade
1D4F34,DLC1_DVG_Cabinet_01
1D4F69,POE_Rock_Cliff06
1D4FD1,splinter_02_melee_Set_unique_f_feet
1D4FD2,splinter_02_melee_Set_unique_f_hands
1D4FD3,splinter_02_melee_Set_unique_f_head
1D4FD4,splinter_02_melee_Set_unique_f_legs
1D4FD5,splinter_02_melee_Set_unique_f_torso
1D4FD6,splinter_03_Rogue_Set_unique_f_feet
1D4FD7,splinter_03_Rogue_Set_unique_f_hands
1D4FD8,splinter_03_Rogue_Set_unique_f_head
1D4FD9,splinter_03_Rogue_Set_unique_f_legs
1D4FDA,splinter_03_Rogue_Set_unique_f_torso
1D4FDB,splinter_06_magic_NonSet_Unique_f_feet
1D4FDC,splinter_06_magic_NonSet_Unique_f_hands
1D4FDD,splinter_06_magic_NonSet_Unique_f_head
1D4FDE,splinter_06_magic_NonSet_unique_f_torso
1D4FE4,splinter_of_fate_skel_f
1D51AB,DLC1_INT_DVG_Fur_Rug
1D53E8,FXMesh-Shovel_Dirt_01
1D53FC,DLC2_SEW_Hall_Cap_01
1D547E,ME_armor_female_torso
1D54A1,DLC2_SEW_Platform_Broken_01
1D55C1,FOR_River_Pond_LargeUVW01
1D55CF,GEN_Rock_Chair_01_POE
1D5652,DLC2_SEW_Brazier_Large
1D56FE,DLC1_DVG_Totem_01
1D5805,ME_dagger
1D58A7,DLC2_SEW_Room_4x4_01
1D596B,CIN_Army_Row_01
1D59AB,ME_armor_head
1D59B3,ME_armor_feet
1D5ACC,Tirnoch_Skel_cinema_06_01
1D5B01,DLC2_SEW_Block_01
1D5B22,DLC2_SEW_Block_02
1D5B47,DLC2_SEW_Lamp_01
1D5BD3,CIN_BlackBox_Open
1D5F25,DLC1_DVG_Totem_02
1D60A4,DLC1_DVG_Keep_Crows_Nest_01
1D60A7,DLC1_DVG_Keep_Tower_01
1D60B8,DLC1_DVG_Keep_Wall_01
1D60C8,DLC1_GAL_CorruptTree
1D60D6,DLC1_INT_DVG_Fur_Rug_02
1D6180,DLC1_GEN_Ship_Wreckage_01
1D61C2,DLC2_SEW_Hall_Ramp_01
1D6288,Quest_SQ108_Dagger
1D62A8,DLC2_01_magic_set_unique_feet
1D62AB,DLC2_01_magic_set_unique_hands
1D62AC,DLC2_01_magic_set_unique_head
1D62AD,DLC2_01_magic_set_unique_torso
1D640B,DLC2_02_melee_set_unique_f_feet
1D640C,DLC2_02_melee_set_unique_f_head
1D640D,DLC2_02_melee_set_unique_f_legs
1D640E,DLC2_02_melee_set_unique_f_torso
1D6452,DLC1_GEN_Ship_CrowsNest_01
1D6455,DLC2_02_melee_set_unique_f_hand
1D645A,DLC1_GEN_Ship_Rope_01
1D645C,DLC1_GEN_Ship_CrowsNest_02
1D645D,DLC1_GEN_Ship_CrowsNest_03
1D6477,DLC1_GEN_Ship_Debris_01
1D6478,DLC1_GEN_Ship_Debris_02
1D64C9,DLC2_01_rogue_set_unique_feet
1D64D4,DLC2_01_rogue_set_unique_hands
1D64D7,DLC2_01_rogue_set_unique_legs
1D64D8,DLC2_01_rogue_set_unique_torso
1D64D9,DLC2_01_rogue_set_unique_head
1D6560,DLC1_GAL_Flora_PineTree_Lg02
1D65AE,ME_armor_hands
1D65AF,ME_armor_legs
1D65B0,ME_armor_torso
1D66CA,DLC2_01_magic_set_unique_f_feet
1D66CB,DLC2_01_magic_set_unique_f_hands
1D66CC,DLC2_01_magic_set_unique_f_head
1D66CD,DLC2_01_magic_set_unique_f_torso
1D66DC,FXMesh-Spell_MOF_Cast
1D6721,DLC1_GAL_Flora_PineTree_Dead01
1D6755,DLC2_01_melee_set_unique_feet
1D6756,DLC2_01_melee_set_unique_hands
1D6757,DLC2_01_melee_set_unique_head
1D6758,DLC2_01_melee_set_unique_legs
1D6759,DLC2_01_melee_set_unique_torso
1D6966,DLC1_GAL_Flora_PineTree_Stump01
1D6A45,DLC1_GAL_Flora_PineTree_Log01
1D6A8F,DLC1_GEN_Ship_Wreckage_02
1D6AC0,Promo_melee_set_feet
1D6AC1,Promo_melee_set_hands
1D6AC2,Promo_melee_set_helmet
1D6AC3,Promo_melee_set_legs
1D6AC4,Promo_melee_set_torso
1D6B12,DLC1_GAL_Flora_PineTree_Dead02
1D6B2E,DLC1_INT_DVG_Keep_Room02
1D6B64,DLC1_GEN_Ship_Wreckage_03
1D6BCD,DLC1_INT_DVG_Wall_Cover01
1D6BD0,ME_armor_female_feet
1D6BD1,ME_armor_female_hands
1D6BD2,ME_armor_female_head
1D6BD3,ME_armor_female_legs
1D6BF7,DLC1_GEN_Ship_Debris_03
1D6C27,DLC1_INT_DVG_Room_Upper
1D6D29,Promo_rogue_set_feet
1D6D2E,Promo_rogue_set_hands
1D6D36,Promo_rogue_set_head
1D6D48,Promo_rogue_set_legs
1D6D4F,Promo_rogue_set_torso
1D6D7B,Promo_melee_set_f_feet
1D6D7E,Promo_melee_set_f_hands
1D6D7F,Promo_melee_set_f_head
1D6D80,Promo_melee_set_f_legs
1D6D81,Promo_melee_set_f_torso
1D6E2B,Promo_Rogue_set_f_torso
1D6E32,Promo_Rogue_set_f_feet
1D6E34,Promo_Rogue_set_f_hands
1D6E35,Promo_Rogue_set_f_head
1D6E48,Promo_Rogue_set_f_legs
1D6E74,promo_buckler
1D71DE,Promo_Magic_set_feet
1D71DF,Promo_Magic_set_hands
1D71E0,Promo_Magic_set_head
1D71E1,Promo_Magic_set_torso
1D7300,Promo_Magic_set_f_feet
1D7302,Promo_Magic_set_f_hands
1D7305,Promo_Magic_set_f_head
1D7307,Promo_Magic_set_f_torso
1D73B5,01_rusty_sword_2h
1D73BC,Promo_Melee_nonset_f_head
1D73BD,Promo_Melee_nonset_head
1D74BF,Promo_unique_chakram
1D78F1,DLC2_SEW_Statue_Head
1D794B,DLC2_SEW_Brazier_Small
1D794C,DLC2_SEW_Brazier_Wall
1D79E7,OBJ_ALA_Rock_Cliff02
1D79FF,DLC1_GAL_CorruptTree_Branch
1D7A07,DLC1_GEN_Ship_Board_Float_01
1D7A08,DLC1_GEN_Ship_Board_Float_02
1D7AC7,DLC1_GAL_Flora_PineTree_Low01
1D7B02,DLC2_SEW_Door_01
1D7BB4,DLC1_GAL_Shell01
1D7BD4,DLC1_GEN_Ship_Sail_01
1D7C0C,DLC1_GEN_Ship_Sail_02
1D7C37,GEN_PROP_Book_Red_Open_01
1D7CCA,DLC1_INT_DVG_Mine_Room01
1D7D99,DLC2_SEW_Chest_01
1D7EAD,DLC2_SEW_Rock_Large01
1D7EAE,DLC2_SEW_Rock_Large03
1D7EAF,DLC2_SEW_Rock_Medium01
1D7EB0,DLC2_SEW_Rock_Medium02
1D7EB1,DLC2_SEW_Rock_Medium03
1D7EB2,DLC2_SEW_Rock_Medium04
1D7EB3,DLC2_SEW_Rock_mound01
1D7EB4,DLC2_SEW_Rock_mound02
1D7EB5,DLC2_SEW_Rock_Small01
1D7EB6,DLC2_SEW_Rock_Small02
1D7EB7,DLC2_SEW_Rock_Wall01
1D7F9B,DLC2_SEW_Column_01
1D7FD8,DLC2_SEW_Column_02
1D7FF8,DLC1_ERU_Altar_Door_01
1D803D,DLC2_SEW_Wall_01
1D804D,BAL_MiniLorestone_01_Interact
1D80C6,DLC1_INT_DVG_RopeLoop01
1D81BD,DLC2_SEW_Platform_Room_01
1D850F,DLC1_INT_DVG_RopeLoop02
1D851C,DLC1_DVG_Keep_Large_Building_01
1D851F,DLC2_SEW_Statue01
1D86AA,DLC2_SEW_Chain_Large01
1D87C9,DLC1_INT_DVG_Sail01
1D892A,DLC2_KOL_Top_Banners
1D8943,DLC1_DVG_Keep_Gate_01
1D894E,DLC2_01_rogue_set_unique_f_torso
1D8A12,DLC1_DVG_Keep_Small_Building_01
1D8A7B,DLC2_01_rogue_set_unique_f_feet
1D8A7C,DLC2_01_rogue_set_unique_f_hands
1D8A7E,DLC2_01_rogue_set_unique_f_head
1D8A81,DLC2_01_rogue_set_unique_f_legs
1D8A83,DLC2_01_Melee_Nonset_Unique_Feet
1D8A84,DLC2_01_Melee_Nonset_Unique_hands
1D8A85,DLC2_01_Melee_Nonset_Unique_Head
1D8A86,DLC2_01_Melee_Nonset_Unique_legs
1D8A87,DLC2_01_Melee_Nonset_Unique_Torso
